,Name,Description,Ingredients,Portions,Likes,Dislikes,Saved,Calories,Protein,Fat,Carbs,Duration,Cuisine,cuisine_encoded,Dietary_Focus,Dish_Type,calories_per_portion,Time_Effort,Ingredients_List,Calories_std,Protein_std,Fat_std,Duration_std,Portions_std,Likes_std,Dislikes_std,Saved_std
2506,Мясной хлеб с овощным гарниром,Кочанчики капусты разрезать вдоль пополам.  Забросить в кипящую подсоленную воду и варить 3 минуты.   Морковь очистить и разрезать вдоль на четыре-шесть частей,"['Брюссельская капуста (500 г)', ' Морковь (200 г)', ' Свиная шея (500 г)', ' Филе куриного бедра (200 г)', ' Бекон (100 г)', ' Репчатый лук (2 головка)', ' Чеснок (2 зубчик)', ' Сливочное масло (70 г)', ' Петрушка (30 г)', ' Зелень сельдерея (30 г)', ' Растительное масло (60 мл)', ' Панировочные сухари (50 г)', ' Тимьян (5 веточка)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",8,4,0,22,526.5,20.4,43.0,16.1,120,Европейская кухня,26,High Fat,main-courses,65.81,Time-Consuming,"[""'Брюссельская капуста (500 г)'"", "" ' Морковь (200 г)'"", "" ' Свиная шея (500 г)'"", "" ' Филе куриного бедра (200 г)'"", "" ' Бекон (100 г)'"", "" ' Репчатый лук (2 головка)'"", "" ' Чеснок (2 зубчик)'"", "" ' Сливочное масло (70 г)'"", "" ' Петрушка (30 г)'"", "" ' Зелень сельдерея (30 г)'"", "" ' Растительное масло (60 мл)'"", "" ' Панировочные сухари (50 г)'"", "" ' Тимьян (5 веточка)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",0.2037732372819493,0.0331827300296971,0.7086256892759174,0.8322084442787306,0.6307264151601841,-0.2789996684910664,-0.3321256504607122,-0.4620176474702186
2507,Печенье «Черепица»,Немного взбить белки с сахарной пудрой.  Аккуратно ввести муку и добавить щепотку соли.  Добавить молотый миндаль,"['Яичный белок (4 штука)', ' Сахарная пудра (150 г)', ' Сливочное масло (100 г)', ' Пшеничная мука (100 г)', ' Миндальная мука (2 столовая ложка)', ' Ванильный сахар (0 щепотка)', ' Соль (0 щепотка)']",10,1,0,22,186.1,3.7,9.5,22.8,120,Советская кухня,69,Low Calorie,baking-desserts,18.61,Time-Consuming,"[""'Яичный белок (4 штука)'"", "" ' Сахарная пудра (150 г)'"", "" ' Сливочное масло (100 г)'"", "" ' Пшеничная мука (100 г)'"", "" ' Миндальная мука (2 столовая ложка)'"", "" ' Ванильный сахар (0 щепотка)'"", "" ' Соль (0 щепотка)'""]",-1.0579405945940714,-0.8421954499439069,-0.7231420331759546,0.8322084442787306,1.1461521037768256,-0.3045664141328994,-0.3321256504607122,-0.4620176474702186
2508,Перловая каша с куриными сердечками,"От перловки мы ждем двух, казалось бы, взаимоисключающих моментов: мягкости и нежности, но при этом сухости и рассыпчатости. И главное — отсутствие склизкости, из-за которой многие, один раз попробовав неудачно сваренную перловую кашу, потом косятся на нее с подозрением. Тут важно вот что понять: и перловка, и куриные сердечки — это продукты небыстрого приготовления. На кашу уйдет часа два, и это не считая того, что крупу еще на шесть часов нужно замачивать, на сердечки — чуть меньше, но готовятся они тоже долго. В результате получится очень простое и емкое сочетание, и стоит добавить к сваренной со сливками каше корочку хрустящих сухарей с паприкой — и незамысловатый сюжет обрастет интересными деталями и новыми вкусами.","['Перловая крупа (1 стакан)', ' Сливки 20%-ные (200 мл)', ' Панировочные сухари (4 столовая ложка)', ' Паприка (0.5 столовая ложка)', ' Сливочное масло (2 столовая ложка)', ' Куриные сердца (300 г)', ' Репчатый лук (1 головка)', ' Стебель сельдерея (1 штука)', ' Сахар (1 чайная ложка)', ' Тимьян (1 веточка)', ' Растительное масло (30 мл)', ' Зелень (0 по вкусу)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",4,2,0,22,659.3,21.5,36.3,66.7,60,Русская кухня,63,High Carbs,main-courses,164.82,Standard,"[""'Перловая крупа (1 стакан)'"", "" ' Сливки 20%-ные (200 мл)'"", "" ' Панировочные сухари (4 столовая ложка)'"", "" ' Паприка (0.5 столовая ложка)'"", "" ' Сливочное масло (2 столовая ложка)'"", "" ' Куриные сердца (300 г)'"", "" ' Репчатый лук (1 головка)'"", "" ' Стебель сельдерея (1 штука)'"", "" ' Сахар (1 чайная ложка)'"", "" ' Тимьян (1 веточка)'"", "" ' Растительное масло (30 мл)'"", "" ' Зелень (0 по вкусу)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",0.6960047204580231,0.0908423706267609,0.4222721447855428,0.034861344130322,-0.4001249620730987,-0.2960441655856218,-0.3321256504607122,-0.4620176474702186
2509,Луковый суп с гренками,"Французский луковый суп — явление столь же непонятное русскому человеку, сколь любимое и близкое французу. Этот суп из огромного количества лука, наваристого бульона и гренок — наглядная демонстрация того, что из самых простых и доступных продуктов можно сделать очень вкусное блюдо.","['Репчатый лук (1.5 кг)', ' Тимьян (10 г)', ' Сливочное масло (50 г)', ' Чеснок (50 г)', ' Сахар (15 г)', ' Коньяк (100 мл)', ' Говяжий бульон (1 л)', ' Соус демигляс (100 г)', ' Белый хлеб (4 кусок)', ' Лук-резанец (0 по вкусу)', ' Петрушка (0 по вкусу)', ' Сыр грюйер (60 г)']",4,3,0,19,461.0,13.3,16.5,55.4,240,Французская кухня,80,High Carbs,soups,115.25,Time-Consuming,"[""'Репчатый лук (1.5 кг)'"", "" ' Тимьян (10 г)'"", "" ' Сливочное масло (50 г)'"", "" ' Чеснок (50 г)'"", "" ' Сахар (15 г)'"", "" ' Коньяк (100 мл)'"", "" ' Говяжий бульон (1 л)'"", "" ' Соус демигляс (100 г)'"", "" ' Белый хлеб (4 кусок)'"", "" ' Лук-резанец (0 по вкусу)'"", "" ' Петрушка (0 по вкусу)'"", "" ' Сыр грюйер (60 г)'""]",-0.0390065981701051,-0.3389840410968051,-0.4239666881860112,2.426902644575548,-0.4001249620730987,-0.2875219170383441,-0.3321256504607122,-0.4640379195907858
2510,Блины без яиц и молока из гречневой муки,Подготовить все ингредиенты.  Смешать оба вида муки.  Просеять муку через мелкое сито,"['Гречневая мука (200 г)', ' Пшеничная мука (150 г)', ' Минеральная вода (1.5 л)', ' Растительное масло (60 мл)', ' Сахар (1 столовая ложка)', ' Соль (0 по вкусу)', ' Маринованные овощи (0 по вкусу)']",8,2,1,19,223.0,4.9,8.4,33.0,60,Русская кухня,63,Low Calorie,baking-desserts,27.88,Standard,"[""'Гречневая мука (200 г)'"", "" ' Пшеничная мука (150 г)'"", "" ' Минеральная вода (1.5 л)'"", "" ' Растительное масло (60 мл)'"", "" ' Сахар (1 столовая ложка)'"", "" ' Соль (0 по вкусу)'"", "" ' Маринованные овощи (0 по вкусу)'""]",-0.921168443018792,-0.7792940238380192,-0.7701553016743742,0.034861344130322,0.6307264151601841,-0.2960441655856218,-0.2614711414597736,-0.4640379195907858
2511,Чечевица с тартаром из трав и подсолнечным маслом,Подготовить все ингредиенты.  Разогреть духовку до 200 градусов.  Нарезать баклажан крупными кубиками,"['Чечевица (250 г)', ' Лавровый лист (1 штука)', ' Душистый перец горошком (2 штука)', ' Шпинат (40 г)', ' Щавель (40 г)', ' Кинза (40 г)', ' Рукола (30 г)', ' Укроп (20 г)', ' Чеснок (2 зубчик)', ' Баклажаны (1 штука)', ' Растительное масло (20 мл)', ' Подсолнечное нерафинированное масло (30 мл)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",4,2,0,19,216.7,7.5,13.2,18.8,30,Авторская кухня,3,Low Calorie,salads,54.18,Standard,"[""'Чечевица (250 г)'"", "" ' Лавровый лист (1 штука)'"", "" ' Душистый перец горошком (2 штука)'"", "" ' Шпинат (40 г)'"", "" ' Щавель (40 г)'"", "" ' Кинза (40 г)'"", "" ' Рукола (30 г)'"", "" ' Укроп (20 г)'"", "" ' Чеснок (2 зубчик)'"", "" ' Баклажаны (1 штука)'"", "" ' Растительное масло (20 мл)'"", "" ' Подсолнечное нерафинированное масло (30 мл)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",-0.9445197859706688,-0.6430076006085957,-0.5650064936812702,-0.3638122059438823,-0.4001249620730987,-0.2960441655856218,-0.3321256504607122,-0.4640379195907858
2512,Канапе с сыром бри и клубникой,"Самый романтичный вариант из подборки, идеальный под бокал игристого. Сыр бри с его нежной кремовостью составляет превосходный тандем с ароматной клубникой; окончательно подружиться всему помогает не только шпажка, но и листики мяты с каплей меда.","['Сыр бри (125 г)', ' Клубника (6 штука)', ' Листья мяты (12 штука)', ' Мед (0 по вкусу)']",12,2,0,19,35.8,2.4,2.4,1.0,10,Авторская кухня,3,Low Calorie,appetizers,2.98,Express,"[""'Сыр бри (125 г)'"", "" ' Клубника (6 штука)'"", "" ' Листья мяты (12 штука)'"", "" ' Мед (0 по вкусу)'""]",-1.6150369193031369,-0.9103386615586186,-1.0265913116657543,-0.6295945726600185,1.6615777923934671,-0.2960441655856218,-0.3321256504607122,-0.4640379195907858
2513,Фруктовый салат с йогуртовой заправкой,"Нарядный образец, такому место не только за завтраком, но и на именинном столе. Пестрый микс из ярких фруктов (успейте приготовить его в сезон клубники) и нежная йогуртово-медовая заправка, которая подается отдельно.","['Ананас (300 г)', ' Клубника (500 г)', ' Зеленый виноград без косточек (200 г)', ' Манго (1 штука)', ' Малина (60 г)', ' Греческий йогурт (200 г)', ' Коричневый сахар (0.5 столовая ложка)', ' Мед (0.5 столовая ложка)']",6,1,0,19,150.4,3.1,1.8,27.4,30,Европейская кухня,26,Low Calorie,salads,25.07,Standard,"[""'Ананас (300 г)'"", "" ' Клубника (500 г)'"", "" ' Зеленый виноград без косточек (200 г)'"", "" ' Манго (1 штука)'"", "" ' Малина (60 г)'"", "" ' Греческий йогурт (200 г)'"", "" ' Коричневый сахар (0.5 столовая ложка)'"", "" ' Мед (0.5 столовая ложка)'""]",-1.1902648713213744,-0.8736461629968507,-1.0522349126648922,-0.3638122059438823,0.1153007265435427,-0.3045664141328994,-0.3321256504607122,-0.4640379195907858
2514,Фруктовый салат с яблоками,"Четыре вида фруктов, крепко напитавшихся апельсиновым соком, и ванильное мороженое. Приготовить этот салат может даже ребенок, не зря рецепт был опубликован в «Поваренной книге Муми-мамы».
По мотивам рецепта фруктового салата Сниффа из «Поваренной книги Муми-мамы».","['Яблоко (200 г)', ' Бананы (200 г)', ' Виноград (200 г)', ' Консервированные персики (200 г)', ' Апельсиновый сок (500 мл)', ' Ванильное мороженое  (0 по вкусу)']",8,1,0,19,97.0,1.3,0.3,20.6,30,Европейская кухня,26,Low Calorie,salads,12.12,Standard,"[""'Яблоко (200 г)'"", "" ' Бананы (200 г)'"", "" ' Виноград (200 г)'"", "" ' Консервированные персики (200 г)'"", "" ' Апельсиновый сок (500 мл)'"", "" ' Ванильное мороженое  (0 по вкусу)'""]",-1.3881953020563318,-0.9679983021556824,-1.1163439151627372,-0.3638122059438823,0.6307264151601841,-0.3045664141328994,-0.3321256504607122,-0.4640379195907858
2515,Заливной пирог с яйцом и зеленым луком,Подготовить все ингредиенты.  Сливочное масло заранее достать из холодильника.  Приготовить начинку,"['Сливочное масло (200 г)', ' Сахар (2 столовая ложка)', ' Кефир (500 мл)', ' Куриное яйцо (7 штука)', ' Сода (0 на кончике ножа)', ' Пшеничная мука (280 г)', ' Зеленый лук (150 г)', ' Соль (0 по вкусу)', ' Семечки подсолнуха (0 по вкусу)']",8,3,0,19,441.0,12.4,28.0,34.6,80,Русская кухня,63,High Carbs,baking-desserts,55.12,Time-Consuming,"[""'Сливочное масло (200 г)'"", "" ' Сахар (2 столовая ложка)'"", "" ' Кефир (500 мл)'"", "" ' Куриное яйцо (7 штука)'"", "" ' Сода (0 на кончике ножа)'"", "" ' Пшеничная мука (280 г)'"", "" ' Зеленый лук (150 г)'"", "" ' Соль (0 по вкусу)'"", "" ' Семечки подсолнуха (0 по вкусу)'""]",-0.1131378456363813,-0.3861601106762209,0.0675356642974672,0.3006437108464582,0.6307264151601841,-0.2875219170383441,-0.3321256504607122,-0.4640379195907858
2516,Салат каппон-магро,Рецептом с нами поделился официальный информационный портал о туризме и событиях в Генуе visitgenoa.it.,"['Картофель (500 г)', ' Свекла (3 штука)', ' Цветная капуста (600 г)', ' Морковь (8 штука)', ' Хек (1 кг)', ' Галеты (150 г)', ' Оливковое масло extra virgin (0 по вкусу)', ' Белый винный уксус (0 по вкусу)', ' Лимон (2 штука)', ' Петрушка (70 г)', ' Чеснок (1 зубчик)', ' Каперсы (30 г)', ' Кедровые орехи (30 г)', ' Анчоусы (2 штука)', ' Крупная соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)', ' Морепродукты (200 г)', ' Креветки (8 штука)', ' Куриное яйцо (3 штука)', ' Оливки без косточек (5 штука)']",8,2,0,20,420.6,40.3,8.6,46.6,60,Итальянская кухня,32,High Carbs,salads,52.58,Standard,"[""'Картофель (500 г)'"", "" ' Свекла (3 штука)'"", "" ' Цветная капуста (600 г)'"", "" ' Морковь (8 штука)'"", "" ' Хек (1 кг)'"", "" ' Галеты (150 г)'"", "" ' Оливковое масло extra virgin (0 по вкусу)'"", "" ' Белый винный уксус (0 по вкусу)'"", "" ' Лимон (2 штука)'"", "" ' Петрушка (70 г)'"", "" ' Чеснок (1 зубчик)'"", "" ' Каперсы (30 г)'"", "" ' Кедровые орехи (30 г)'"", "" ' Анчоусы (2 штука)'"", "" ' Крупная соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'"", "" ' Морепродукты (200 г)'"", "" ' Креветки (8 штука)'"", "" ' Куриное яйцо (3 штука)'"", "" ' Оливки без косточек (5 штука)'""]",-0.188751718051983,1.0762980462856684,-0.7616074346746617,0.034861344130322,0.6307264151601841,-0.2960441655856218,-0.3321256504607122,-0.4633644955505968
2517,Блины с печенью,Подготовить все ингредиенты.  Замесить тесто для блинов.  В миске взбить яйца вместе с сахаром,"['Куриное яйцо (4 штука)', ' Сахар (1 столовая ложка)', ' Пшеничная мука (400 г)', ' Молоко (1 л)', ' Растительное масло (60 мл)', ' Куриная печень (700 г)', ' Репчатый лук (2 головка)', ' Морковь (2 штука)', ' Петрушка (0 по вкусу)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)', ' Сметана (0 по вкусу)']",6,2,0,20,683.7,39.8,28.5,68.0,90,Русская кухня,63,High Carbs,baking-desserts,113.95,Time-Consuming,"[""'Куриное яйцо (4 штука)'"", "" ' Сахар (1 столовая ложка)'"", "" ' Пшеничная мука (400 г)'"", "" ' Молоко (1 л)'"", "" ' Растительное масло (60 мл)'"", "" ' Куриная печень (700 г)'"", "" ' Репчатый лук (2 головка)'"", "" ' Морковь (2 штука)'"", "" ' Петрушка (0 по вкусу)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'"", "" ' Сметана (0 по вкусу)'""]",0.7864448423668804,1.0500891187415484,0.0889053317967489,0.4335348942045263,0.1153007265435427,-0.2960441655856218,-0.3321256504607122,-0.4633644955505968
2518,Классический вишисуаз,Нарезать репчатый лук полукольцами.  Нарезать белую часть лука-порея.  Налить в сотейник  растительное масло и добавить 100 грамм сливочного масла,"['Репчатый лук (2 головка)', ' Лук-порей (2 штука)', ' Растительное масло (100 мл)', ' Сливочное масло (150 г)', ' Картофель (3 штука)', ' Соль (0 по вкусу)', ' Молотый белый перец (0 по вкусу)', ' Мускатный орех (0 по вкусу)', ' Сливки 40%-ные (300 мл)', ' Куриный бульон (200 мл)', ' Зеленый лук (3 стебель)']",4,1,0,20,895.4,7.1,86.5,29.8,40,Европейская кухня,26,High Fat,soups,223.85,Standard,"[""'Репчатый лук (2 головка)'"", "" ' Лук-порей (2 штука)'"", "" ' Растительное масло (100 мл)'"", "" ' Сливочное масло (150 г)'"", "" ' Картофель (3 штука)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый белый перец (0 по вкусу)'"", "" ' Мускатный орех (0 по вкусу)'"", "" ' Сливки 40%-ные (300 мл)'"", "" ' Куриный бульон (200 мл)'"", "" ' Зеленый лук (3 стебель)'""]",1.5711240967974136,-0.6639747426438917,2.567786761713423,-0.2309210225858142,-0.4001249620730987,-0.3045664141328994,-0.3321256504607122,-0.4633644955505968
2519,Жареные пирожки с капустой,"Сама по себе капуста не так хороша, как в компании друзей: моркови, лука и томатной пасты. Поэтому в начинке они собрались вместе. Как и в предыдущих рецептах, мы ограничились аскетичным набором ингредиентов. Но если вам захочется добавить к капусте укроп, или яйцо, или даже шкварки, ни в чем себе не отказывайте.","['Пшеничная мука (670 г)', ' Сахар (2 столовая ложка)', ' Вода (500 мл)', ' Растительное масло (75 мл)', ' Сухие дрожжи (5 г)', ' Белокочанная капуста (600 г)', ' Репчатый лук (300 г)', ' Морковь (300 г)', ' Томатная паста  (2 столовая ложка)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",8,3,0,20,442.6,10.7,10.6,78.0,180,Русская кухня,63,High Carbs,baking-desserts,55.32,Time-Consuming,"[""'Пшеничная мука (670 г)'"", "" ' Сахар (2 столовая ложка)'"", "" ' Вода (500 мл)'"", "" ' Растительное масло (75 мл)'"", "" ' Сухие дрожжи (5 г)'"", "" ' Белокочанная капуста (600 г)'"", "" ' Репчатый лук (300 г)'"", "" ' Морковь (300 г)'"", "" ' Томатная паста  (2 столовая ложка)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",-0.1072073458390791,-0.4752704643262285,-0.6761287646775349,1.6295555444271392,0.6307264151601841,-0.2875219170383441,-0.3321256504607122,-0.4633644955505968
2520,Тамагояки,Подготовить все ингредиенты.  Натереть морковь и дайкон на мелкой терке.  Нарезать зеленый лук тонкими кольцами,"['Куриное яйцо (4 штука)', ' Морковь (50 г)', ' Зеленый лук (10 г)', ' Дайкон (50 г)', ' Порошок даши (1 чайная ложка)', ' Светлый соевый соус (10 мл)', ' Мирин (10 мл)', ' Растительное масло (5 мл)', ' Молотый черный перец (0 по вкусу)']",2,1,0,20,236.1,18.1,13.2,9.3,15,Японская кухня,89,Low Calorie,breakfasts,118.05,Express,"[""'Куриное яйцо (4 штука)'"", "" ' Морковь (50 г)'"", "" ' Зеленый лук (10 г)'"", "" ' Дайкон (50 г)'"", "" ' Порошок даши (1 чайная ложка)'"", "" ' Светлый соевый соус (10 мл)'"", "" ' Мирин (10 мл)'"", "" ' Растительное масло (5 мл)'"", "" ' Молотый черный перец (0 по вкусу)'""]",-0.872612475928381,-0.0873783366732541,-0.5650064936812702,-0.5631489809809845,-0.9155506506897402,-0.3045664141328994,-0.3321256504607122,-0.4633644955505968
2521,Форель на пару с чесночным маслом,"Картофель очистить и поставить вариться на среднем огне в подсоленной воде.  Рыбу избавить от чешуи, внутренностей и жабр, натереть снаружи и изнутри солью и перцем.  Внутрь каждой рыбины положить по веточке розмари­на и отправить в пароварку на двадцать пять минут","['Картофель (1 кг)', ' Золотая форель (2 штука)', ' Помидоры черри (7 штука)', ' Сливочное масло (150 г)', ' Сливки (100 мл)', ' Оливковое масло (100 мл)', ' Чеснок (3 зубчик)', ' Розмарин (4 стебель)', ' Тимьян (3 стебель)', ' Петрушка (0.5 пучок)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",6,22,0,525,704.8,38.9,45.6,33.9,60,Авторская кухня,3,High Fat,main-courses,117.47,Standard,"[""'Картофель (1 кг)'"", "" ' Золотая форель (2 штука)'"", "" ' Помидоры черри (7 штука)'"", "" ' Сливочное масло (150 г)'"", "" ' Сливки (100 мл)'"", "" ' Оливковое масло (100 мл)'"", "" ' Чеснок (3 зубчик)'"", "" ' Розмарин (4 стебель)'"", "" ' Тимьян (3 стебель)'"", "" ' Петрушка (0.5 пучок)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",0.8646533084438014,1.0029130491621328,0.8197479602721822,0.034861344130322,0.1153007265435427,-0.1255991946400686,-0.3321256504607122,-0.1232853552551113
2522,Суфле из яичных белков с малиной,"Взбить белки с сахаром в тягучую, плотную на вид массу.  В другой емкости взбить сливки в густую воздушную массу.  Смешать сливки с белками и несколькими каплями ванильной эссенции (если эссенции нет, можно добавить к смеси содержимое половинки стручка ванили)","['Сахар (80 г)', ' Яичный белок (8 штука)', ' Сливки 25%-ные (100 мл)', ' Ванильная эссенция (0 по вкусу)', ' Малина (200 г)']",4,10,2,499,211.5,12.1,6.5,25.1,20,Французская кухня,80,Low Calorie,baking-desserts,52.88,Express,"[""'Сахар (80 г)'"", "" ' Яичный белок (8 штука)'"", "" ' Сливки 25%-ные (100 мл)'"", "" ' Ванильная эссенция (0 по вкусу)'"", "" ' Малина (200 г)'""]",-0.9637939103119006,-0.4018854672026928,-0.8513600381716446,-0.4967033893019504,-0.4001249620730987,-0.2278661772074005,-0.1908166324588349,-0.1407943803000274
2523,Зеленая чечевица с овощами,"Это классический французский гарнир, одинаково хорошо подходящий как к рыбе, так и к мясу (особенно к тунцу и сибасу, а также к баранине). Состав овощей может варьироваться, но технология в любом случае похожая.","['Зеленая чечевица (300 г)', ' Репчатый лук (2 головка)', ' Морковь (2 штука)', ' Бекон (100 г)', ' Сельдерей (2 стебель)', ' Хересный уксус (50 мл)', ' Говяжий бульон (600 мл)', ' Растительное масло (50 мл)', ' Петрушка (20 г)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",4,24,4,573,385.8,15.3,24.6,26.4,40,Итальянская кухня,32,Balanced,main-courses,96.45,Standard,"[""'Зеленая чечевица (300 г)'"", "" ' Репчатый лук (2 головка)'"", "" ' Морковь (2 штука)'"", "" ' Бекон (100 г)'"", "" ' Сельдерей (2 стебель)'"", "" ' Хересный уксус (50 мл)'"", "" ' Говяжий бульон (600 мл)'"", "" ' Растительное масло (50 мл)'"", "" ' Петрушка (20 г)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",-0.3177400886433036,-0.2341483309203255,-0.077778074697648,-0.2309210225858142,-0.4001249620730987,-0.1085546975455133,-0.0495076144569577,-0.0909610013260355
2524,Черничные капкейки,"Чтобы приготовить тесто, нужно соединить яйца со 180 граммами сахара и взбить в пену.  Добавить сыр филадельфия, масло, муку, соду с лимонным соком и разрыхлитель.  Замесить блендером на маленькой скорости до однородной консистенции","['Сахар (210 г)', ' Сыр филадельфия (120 г)', ' Сливочное масло (100 г)', ' Куриное яйцо (2 штука)', ' Пшеничная мука (100 г)', ' Разрыхлитель (3 г)', ' Лимонный сок (0.25 чайная ложка)', ' Сода (2 г)', ' Творог 9%-ный (115 г)', ' Растительные сливки (115 мл)', ' Черника (220 г)', ' Сахарная пудра (30 г)', ' Сахарный сироп (1 чайная ложка)', ' Розмарин (0 по вкусу)']",8,8,1,498,372.2,7.0,18.4,44.2,120,Американская кухня,5,High Carbs,baking-desserts,46.52,Time-Consuming,"[""'Сахар (210 г)'"", "" ' Сыр филадельфия (120 г)'"", "" ' Сливочное масло (100 г)'"", "" ' Куриное яйцо (2 штука)'"", "" ' Пшеничная мука (100 г)'"", "" ' Разрыхлитель (3 г)'"", "" ' Лимонный сок (0.25 чайная ложка)'"", "" ' Сода (2 г)'"", "" ' Творог 9%-ный (115 г)'"", "" ' Растительные сливки (115 мл)'"", "" ' Черника (220 г)'"", "" ' Сахарная пудра (30 г)'"", "" ' Сахарный сироп (1 чайная ложка)'"", "" ' Розмарин (0 по вкусу)'""]",-0.3681493369203715,-0.6692165281527157,-0.3427619516887409,0.8322084442787306,0.6307264151601841,-0.2449106743019558,-0.2614711414597736,-0.1414678043402165
2525,Горячий шоколад с лесными ягодами,"На водяной бане растопите шоколад и смешайте его со сливками.  На сливочном масле с сахаром слегка припустите замороженные лесные ягоды и смешайте их с шоколадно-сливочной смесью. 
Подавать горячим или холодным","['Сахар (2 столовая ложка)', ' Сливочное масло (50 г)', ' Сливки 20%-ные (200 мл)', ' Замороженные ягоды (300 г)', ' Горький шоколад (200 г)']",4,24,3,523,527.6,5.1,38.4,40.2,10,Неизвестно,52,Balanced,drinks,131.9,Express,"[""'Сахар (2 столовая ложка)'"", "" ' Сливочное масло (50 г)'"", "" ' Сливки 20%-ные (200 мл)'"", "" ' Замороженные ягоды (300 г)'"", "" ' Горький шоколад (200 г)'""]",0.2078504558925946,-0.7688104528203712,0.512024748282526,-0.6295945726600185,-0.4001249620730987,-0.1085546975455133,-0.1201621234578963,-0.1246322033354895
2526,Курица карри по-тайски,"В таком виде курицу любят есть не только в Таиланде, но и на Филиппинах, в Малайзии и во Вьетнаме.","['Листья банана (50 г)', ' Куриная грудка с кожей (1 штука)', ' Кокосовое молоко (80 мл)', ' Чеснок (1 головка)', ' Репчатый лук (20 г)', ' Растительное масло (1 столовая ложка)', ' Листья лимона (5 г)', ' Перец чили (30 г)', ' Лимонная трава (5 г)', ' Чили-паста (10 г)', ' Молотый кориандр  (3 г)']",1,18,3,570,671.9,65.0,35.8,24.5,40,Паназиатская кухня,57,High Protein,main-courses,671.9,Standard,"[""'Листья банана (50 г)'"", "" ' Куриная грудка с кожей (1 штука)'"", "" ' Кокосовое молоко (80 мл)'"", "" ' Чеснок (1 головка)'"", "" ' Репчатый лук (20 г)'"", "" ' Растительное масло (1 столовая ложка)'"", "" ' Листья лимона (5 г)'"", "" ' Перец чили (30 г)'"", "" ' Лимонная трава (5 г)'"", "" ' Чили-паста (10 г)'"", "" ' Молотый кориандр  (3 г)'""]",0.7427074063617771,2.3710190669651907,0.4009024772862612,-0.2309210225858142,-1.173263494998061,-0.1596881888291792,-0.1201621234578963,-0.0929812734466027
2527,Ростбиф,"Ростбиф в азиатском стиле по рецепту Елены Чекаловой: говядина сначала маринуется с листьями кафрского лайма, а потом готовится в су-виде при 60 градусах полтора часа. Получается удивительно сочно и ароматно. Мясо будет розовым на свете, но это совсем не значит, что оно сырое: это как раз преимущество вакуумной готовки — сохранение первоначальной свежести продукта.","['Соль (70 г)', ' Сахар (40 г)', ' Пряности (0 по вкусу)', ' Говяжья вырезка (1 кг)']",4,18,6,569,584.8,46.5,40.0,10.0,105,Европейская кухня,26,Balanced,main-courses,146.2,Time-Consuming,"[""'Соль (70 г)'"", "" ' Сахар (40 г)'"", "" ' Пряности (0 по вкусу)'"", "" ' Говяжья вырезка (1 кг)'""]",0.4198658236461443,1.4012887478327551,0.5804076842802274,0.6328716692416285,-0.4001249620730987,-0.1596881888291792,0.0918014035449195,-0.0936546974867918
2528,"Курица, запеченная в хрустящей корочке, с имбирем и апельсинами","Как и все блюда из своего домашнего репертуара, эту ароматную жгучую курицу Анна не перестает совершенствовать, постоянно видоизменяя рецепт: то убирая, то добавляя новые ингредиенты
в апельсиново-медовый маринад. Неизменными остаются только острота, за которую отвечает имбирь, и румяная хрустящая корочка — ее обычно съедают в первую очередь.","['Курица (1 штука)', ' Цветочный мед (4 столовая ложка)', ' Апельсины (2 штука)', ' Тертый имбирь (40 г)', ' Растительное масло (3 столовая ложка)', ' Специи (0 по вкусу)', ' Крупная соль (0 по вкусу)', ' Молотый красный перец (0 по вкусу)']",4,518,61,8324,917.3,61.1,66.3,20.1,100,Испанская кухня,31,High Fat,main-courses,229.32,Time-Consuming,"[""'Курица (1 штука)'"", "" ' Цветочный мед (4 столовая ложка)'"", "" ' Апельсины (2 штука)'"", "" ' Тертый имбирь (40 г)'"", "" ' Растительное масло (3 столовая ложка)'"", "" ' Специи (0 по вкусу)'"", "" ' Крупная соль (0 по вкусу)'"", "" ' Молотый красный перец (0 по вкусу)'""]",1.652297812772986,2.166589432121056,1.7044521947424431,0.5664260775625944,-0.4001249620730987,4.101436084809649,3.9777993985965447,5.128748734179524
